,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,positive,negative,neutral,,,,,,
21397,8caec934-9519-47de-8dd4-b6d65e279661,heart,9/11/2020 15:28,audio,public speaking,positive,60,,,,,,,,,,,
21398,8caec934-9519-47de-8dd4-b6d65e279661,intrigued,30/8/20 0:09,audio,public speaking,positive,45,,,,,,,,,,,
21399,8caec934-9519-47de-8dd4-b6d65e279661,super love,30/10/20 16:40,audio,public speaking,positive,75,,,,,,,,,,,
21401,8caec934-9519-47de-8dd4-b6d65e279661,love,10/1/2021 10:09,audio,public speaking,positive,65,,,,,,,,,,,
21403,8caec934-9519-47de-8dd4-b6d65e279661,want,9/10/2020 8:23,audio,public speaking,positive,70,,,,,,,,,,,
21404,8caec934-9519-47de-8dd4-b6d65e279661,super love,11/1/2021 22:30,audio,public speaking,positive,75,,,,,,,,,,,
21405,8caec934-9519-47de-8dd4-b6d65e279661,heart,6/3/2021 16:26,audio,public speaking,positive,60,,,,,,,,,,,
21406,8caec934-9519-47de-8dd4-b6d65e279661,adore,23/5/21 15:10,audio,public speaking,positive,72,,,,,,,,,,,
21413,9b480f9e-cef3-46cc-8ea1-c116cded9661,super love,23/9/20 18:29,audio,public speaking,positive,75,,,,,,,,,,,
21414,9b480f9e-cef3-46cc-8ea1-c116cded9661,intrigued,19/1/21 20:29,audio,public speaking,positive,45,,,,,,,,,,,
21415,9b480f9e-cef3-46cc-8ea1-c116cded9661,want,16/11/20 4:33,audio,public speaking,positive,70,,,,,,,,,,,
21416,9b480f9e-cef3-46cc-8ea1-c116cded9661,interested,15/1/21 13:36,audio,public speaking,positive,30,,,,,,,,,,,
21417,9b480f9e-cef3-46cc-8ea1-c116cded9661,intrigued,24/1/21 15:21,audio,public speaking,positive,45,,,,,,,,,,,
21418,9b480f9e-cef3-46cc-8ea1-c116cded9661,want,8/6/2021 7:58,audio,public speaking,positive,70,,,,,,,,,,,
21420,9b480f9e-cef3-46cc-8ea1-c116cded9661,want,24/8/20 22:16,audio,public speaking,positive,70,,,,,,,,,,,
21423,c24a56ff-256e-46eb-9936-a6284451fc61,adore,17/10/20 3:11,video,studying,positive,72,,,,,,,,,,,
21424,c24a56ff-256e-46eb-9936-a6284451fc61,cherish,9/5/2021 4:39,video,studying,positive,70,,,,,,,,,,,
21425,c24a56ff-256e-46eb-9936-a6284451fc61,adore,1/2/2021 3:24,video,studying,positive,72,,,,,,,,,,,
21426,c24a56ff-256e-46eb-9936-a6284451fc61,love,31/1/21 23:43,video,studying,positive,65,,,,,,,,,,,
21428,c24a56ff-256e-46eb-9936-a6284451fc61,adore,24/7/20 8:12,video,studying,positive,72,,,,,,,,,,,
21430,c24a56ff-256e-46eb-9936-a6284451fc61,love,6/9/2020 2:55,video,studying,positive,65,,,,,,,,,,,
21434,c24a56ff-256e-46eb-9936-a6284451fc61,heart,7/2/2021 8:04,video,studying,positive,60,,,,,,,,,,,
21435,c24a56ff-256e-46eb-9936-a6284451fc61,interested,1/2/2021 5:02,video,studying,positive,30,,,,,,,,,,,
21436,c24a56ff-256e-46eb-9936-a6284451fc61,adore,8/9/2020 7:56,video,studying,positive,72,,,,,,,,,,,
21437,c24a56ff-256e-46eb-9936-a6284451fc61,heart,11/5/2021 14:30,video,studying,positive,60,,,,,,,,,,,
21438,c24a56ff-256e-46eb-9936-a6284451fc61,super love,28/1/21 10:21,video,studying,positive,75,,,,,,,,,,,
21442,c24a56ff-256e-46eb-9936-a6284451fc61,interested,2/12/2020 13:39,video,studying,positive,30,,,,,,,,,,,
21443,c24a56ff-256e-46eb-9936-a6284451fc61,super love,28/11/20 13:28,video,studying,positive,75,,,,,,,,,,,
21445,c24a56ff-256e-46eb-9936-a6284451fc61,want,1/7/2020 20:41,video,studying,positive,70,,,,,,,,,,,
21447,c24a56ff-256e-46eb-9936-a6284451fc61,heart,17/12/20 4:05,video,studying,positive,60,,,,,,,,,,,
21448,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,super love,9/1/2021 2:08,photo,cooking,positive,75,,,,,,,,,,,
21454,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,intrigued,27/10/20 2:47,photo,cooking,positive,45,,,,,,,,,,,
21455,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,interested,12/4/2021 2:58,photo,cooking,positive,30,,,,,,,,,,,
21457,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,super love,11/6/2021 15:23,photo,cooking,positive,75,,,,,,,,,,,
21459,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,want,8/10/2020 7:17,photo,cooking,positive,70,,,,,,,,,,,
21460,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,super love,27/11/20 15:26,photo,cooking,positive,75,,,,,,,,,,,
21462,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,intrigued,4/11/2020 9:45,photo,cooking,positive,45,,,,,,,,,,,
21464,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,like,6/3/2021 11:07,photo,cooking,positive,50,,,,,,,,,,,
21468,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,want,15/3/21 14:19,photo,cooking,positive,70,,,,,,,,,,,
21471,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,7/6/2021 3:33,audio,science,positive,70,,,,,,,,,,,
21476,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,7/7/2020 4:12,audio,science,positive,70,,,,,,,,,,,
21477,9a517a10-7dd2-4a30-b67a-925569d9ed84,heart,17/1/21 5:16,audio,science,positive,60,,,,,,,,,,,
21479,9a517a10-7dd2-4a30-b67a-925569d9ed84,cherish,14/2/21 11:17,audio,science,positive,70,,,,,,,,,,,
21481,9a517a10-7dd2-4a30-b67a-925569d9ed84,super love,2/8/2020 3:41,audio,science,positive,75,,,,,,,,,,,
21482,9a517a10-7dd2-4a30-b67a-925569d9ed84,heart,22/6/20 19:11,audio,science,positive,60,,,,,,,,,,,
21484,9a517a10-7dd2-4a30-b67a-925569d9ed84,love,4/5/2021 11:14,audio,science,positive,65,,,,,,,,,,,
21485,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,15/3/21 7:14,audio,science,positive,70,,,,,,,,,,,
21486,9a517a10-7dd2-4a30-b67a-925569d9ed84,heart,26/10/20 12:39,audio,science,positive,60,,,,,,,,,,,
21487,9a517a10-7dd2-4a30-b67a-925569d9ed84,love,21/10/20 16:28,audio,science,positive,65,,,,,,,,,,,
21488,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,8/3/2021 6:01,audio,science,positive,70,,,,,,,,,,,
21490,9a517a10-7dd2-4a30-b67a-925569d9ed84,cherish,31/8/20 18:23,audio,science,positive,70,,,,,,,,,,,
21491,9a517a10-7dd2-4a30-b67a-925569d9ed84,interested,23/11/20 1:45,audio,science,positive,30,,,,,,,,,,,
21492,9a517a10-7dd2-4a30-b67a-925569d9ed84,intrigued,19/10/20 8:51,audio,science,positive,45,,,,,,,,,,,
21493,9a517a10-7dd2-4a30-b67a-925569d9ed84,heart,19/10/20 18:50,audio,science,positive,60,,,,,,,,,,,
21494,9a517a10-7dd2-4a30-b67a-925569d9ed84,interested,1/6/2021 15:13,audio,science,positive,30,,,,,,,,,,,
21496,9a517a10-7dd2-4a30-b67a-925569d9ed84,like,19/8/20 0:37,audio,science,positive,50,,,,,,,,,,,
21497,9a517a10-7dd2-4a30-b67a-925569d9ed84,adore,22/8/20 6:58,audio,science,positive,72,,,,,,,,,,,
21498,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,12/11/2020 17:57,audio,science,positive,70,,,,,,,,,,,
21500,9a517a10-7dd2-4a30-b67a-925569d9ed84,adore,14/1/21 9:53,audio,science,positive,72,,,,,,,,,,,
21504,9a517a10-7dd2-4a30-b67a-925569d9ed84,cherish,30/8/20 6:33,audio,science,positive,70,,,,,,,,,,,
21507,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,intrigued,13/2/21 13:37,audio,veganism,positive,45,,,,,,,,,,,
21509,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,want,4/9/2020 20:46,audio,veganism,positive,70,,,,,,,,,,,
21510,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,intrigued,28/8/20 11:39,audio,veganism,positive,45,,,,,,,,,,,
21512,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,cherish,8/1/2021 5:12,audio,veganism,positive,70,,,,,,,,,,,
21513,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,intrigued,21/12/20 18:13,audio,veganism,positive,45,,,,,,,,,,,
21515,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,want,9/9/2020 13:42,audio,veganism,positive,70,,,,,,,,,,,
21517,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,love,6/12/2020 17:27,audio,veganism,positive,65,,,,,,,,,,,
21518,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,like,2/7/2020 8:49,audio,veganism,positive,50,,,,,,,,,,,
21521,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,adore,26/11/20 11:39,audio,veganism,positive,72,,,,,,,,,,,
21522,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,heart,27/9/20 23:41,audio,veganism,positive,60,,,,,,,,,,,
21529,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,adore,20/8/20 1:31,audio,veganism,positive,72,,,,,,,,,,,
21530,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,intrigued,1/3/2021 9:08,audio,veganism,positive,45,,,,,,,,,,,
21532,f43114af-edb4-4629-bc15-7a483cf3eaf4,super love,12/10/2020 1:03,photo,technology,positive,75,,,,,,,,,,,
21533,f43114af-edb4-4629-bc15-7a483cf3eaf4,heart,15/3/21 23:51,photo,technology,positive,60,,,,,,,,,,,
21534,295ff9f6-64f3-4704-9272-4a932f11d709,like,22/7/20 4:01,video,travel,positive,50,,,,,,,,,,,
21535,295ff9f6-64f3-4704-9272-4a932f11d709,like,30/5/21 1:52,video,travel,positive,50,,,,,,,,,,,
21539,295ff9f6-64f3-4704-9272-4a932f11d709,want,20/1/21 15:37,video,travel,positive,70,,,,,,,,,,,
21544,295ff9f6-64f3-4704-9272-4a932f11d709,like,19/9/20 16:23,video,travel,positive,50,,,,,,,,,,,
21545,295ff9f6-64f3-4704-9272-4a932f11d709,love,17/4/21 16:23,video,travel,positive,65,,,,,,,,,,,
21546,295ff9f6-64f3-4704-9272-4a932f11d709,super love,18/3/21 0:35,video,travel,positive,75,,,,,,,,,,,
21549,295ff9f6-64f3-4704-9272-4a932f11d709,want,1/7/2020 11:48,video,travel,positive,70,,,,,,,,,,,
21551,295ff9f6-64f3-4704-9272-4a932f11d709,intrigued,24/1/21 11:28,video,travel,positive,45,,,,,,,,,,,
21552,295ff9f6-64f3-4704-9272-4a932f11d709,cherish,22/9/20 14:29,video,travel,positive,70,,,,,,,,,,,
21553,295ff9f6-64f3-4704-9272-4a932f11d709,like,1/9/2020 13:27,video,travel,positive,50,,,,,,,,,,,
21554,295ff9f6-64f3-4704-9272-4a932f11d709,like,28/5/21 17:58,video,travel,positive,50,,,,,,,,,,,
21555,295ff9f6-64f3-4704-9272-4a932f11d709,heart,9/3/2021 0:10,video,travel,positive,60,,,,,,,,,,,
21556,295ff9f6-64f3-4704-9272-4a932f11d709,adore,3/8/2020 23:45,video,travel,positive,72,,,,,,,,,,,
21557,295ff9f6-64f3-4704-9272-4a932f11d709,interested,26/1/21 2:01,video,travel,positive,30,,,,,,,,,,,
21559,295ff9f6-64f3-4704-9272-4a932f11d709,super love,10/4/2021 3:31,video,travel,positive,75,,,,,,,,,,,
21560,295ff9f6-64f3-4704-9272-4a932f11d709,like,21/11/20 21:56,video,travel,positive,50,,,,,,,,,,,
21563,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,cherish,4/6/2021 3:37,audio,studying,positive,70,,,,,,,,,,,
21564,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,super love,3/11/2020 6:44,audio,studying,positive,75,,,,,,,,,,,
21565,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,super love,28/12/20 14:54,audio,studying,positive,75,,,,,,,,,,,
21566,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,intrigued,20/1/21 5:40,audio,studying,positive,45,,,,,,,,,,,
21567,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,love,4/12/2020 23:02,audio,studying,positive,65,,,,,,,,,,,
21568,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,cherish,21/8/20 23:13,audio,studying,positive,70,,,,,,,,,,,
21571,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,want,28/5/21 17:40,audio,studying,positive,70,,,,,,,,,,,
21572,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,adore,28/10/20 9:37,audio,studying,positive,72,,,,,,,,,,,
21573,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,heart,20/1/21 19:13,audio,studying,positive,60,,,,,,,,,,,
21575,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,like,7/5/2021 8:35,audio,studying,positive,50,,,,,,,,,,,
21577,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,like,15/10/20 0:58,audio,studying,positive,50,,,,,,,,,,,
21578,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,super love,1/11/2020 6:40,audio,studying,positive,75,,,,,,,,,,,
21579,bfc26d2d-b5e5-415a-b104-64befef2f52a,adore,25/6/20 16:11,audio,food,positive,72,,,,,,,,,,,
21580,bfc26d2d-b5e5-415a-b104-64befef2f52a,cherish,22/3/21 11:27,audio,food,positive,70,,,,,,,,,,,
21581,bfc26d2d-b5e5-415a-b104-64befef2f52a,intrigued,29/11/20 7:51,audio,food,positive,45,,,,,,,,,,,
21583,bfc26d2d-b5e5-415a-b104-64befef2f52a,heart,28/8/20 14:42,audio,food,positive,60,,,,,,,,,,,
21586,bfc26d2d-b5e5-415a-b104-64befef2f52a,love,31/7/20 22:55,audio,food,positive,65,,,,,,,,,,,
21588,bfc26d2d-b5e5-415a-b104-64befef2f52a,cherish,25/11/20 12:51,audio,food,positive,70,,,,,,,,,,,
21589,bfc26d2d-b5e5-415a-b104-64befef2f52a,love,3/5/2021 17:35,audio,food,positive,65,,,,,,,,,,,
21590,bfc26d2d-b5e5-415a-b104-64befef2f52a,like,10/8/2020 10:16,audio,food,positive,50,,,,,,,,,,,
21593,bfc26d2d-b5e5-415a-b104-64befef2f52a,interested,16/5/21 15:46,audio,food,positive,30,,,,,,,,,,,
21595,bfc26d2d-b5e5-415a-b104-64befef2f52a,heart,16/4/21 14:08,audio,food,positive,60,,,,,,,,,,,
21596,bfc26d2d-b5e5-415a-b104-64befef2f52a,cherish,27/5/21 0:12,audio,food,positive,70,,,,,,,,,,,
21597,bfc26d2d-b5e5-415a-b104-64befef2f52a,heart,27/9/20 15:54,audio,food,positive,60,,,,,,,,,,,
21600,bfc26d2d-b5e5-415a-b104-64befef2f52a,adore,10/4/2021 5:47,audio,food,positive,72,,,,,,,,,,,
21601,bfc26d2d-b5e5-415a-b104-64befef2f52a,want,24/2/21 3:45,audio,food,positive,70,,,,,,,,,,,
21603,bfc26d2d-b5e5-415a-b104-64befef2f52a,cherish,17/10/20 7:47,audio,food,positive,70,,,,,,,,,,,
21604,bfc26d2d-b5e5-415a-b104-64befef2f52a,heart,25/5/21 23:16,audio,food,positive,60,,,,,,,,,,,
21605,bfc26d2d-b5e5-415a-b104-64befef2f52a,intrigued,6/10/2020 23:24,audio,food,positive,45,,,,,,,,,,,
21606,bfc26d2d-b5e5-415a-b104-64befef2f52a,want,25/4/21 10:15,audio,food,positive,70,,,,,,,,,,,
21609,2eb32cf2-da20-4b27-b4b6-c91716f528a5,super love,24/9/20 8:56,audio,veganism,positive,75,,,,,,,,,,,
21610,2eb32cf2-da20-4b27-b4b6-c91716f528a5,love,31/8/20 19:35,audio,veganism,positive,65,,,,,,,,,,,
21614,2eb32cf2-da20-4b27-b4b6-c91716f528a5,love,31/5/21 2:55,audio,veganism,positive,65,,,,,,,,,,,
21615,2eb32cf2-da20-4b27-b4b6-c91716f528a5,adore,4/3/2021 0:09,audio,veganism,positive,72,,,,,,,,,,,
21616,2eb32cf2-da20-4b27-b4b6-c91716f528a5,super love,28/3/21 6:05,audio,veganism,positive,75,,,,,,,,,,,
21618,2eb32cf2-da20-4b27-b4b6-c91716f528a5,adore,7/12/2020 19:24,audio,veganism,positive,72,,,,,,,,,,,
21620,2eb32cf2-da20-4b27-b4b6-c91716f528a5,intrigued,18/4/21 2:56,audio,veganism,positive,45,,,,,,,,,,,
21621,2eb32cf2-da20-4b27-b4b6-c91716f528a5,adore,17/8/20 1:01,audio,veganism,positive,72,,,,,,,,,,,
21622,2eb32cf2-da20-4b27-b4b6-c91716f528a5,intrigued,3/1/2021 11:57,audio,veganism,positive,45,,,,,,,,,,,
21624,2eb32cf2-da20-4b27-b4b6-c91716f528a5,like,12/4/2021 17:28,audio,veganism,positive,50,,,,,,,,,,,
21625,2eb32cf2-da20-4b27-b4b6-c91716f528a5,adore,1/6/2021 0:03,audio,veganism,positive,72,,,,,,,,,,,
21627,2eb32cf2-da20-4b27-b4b6-c91716f528a5,cherish,29/9/20 5:31,audio,veganism,positive,70,,,,,,,,,,,
21628,2eb32cf2-da20-4b27-b4b6-c91716f528a5,love,23/5/21 7:40,audio,veganism,positive,65,,,,,,,,,,,
21629,2eb32cf2-da20-4b27-b4b6-c91716f528a5,like,19/5/21 21:22,audio,veganism,positive,50,,,,,,,,,,,
21632,2eb32cf2-da20-4b27-b4b6-c91716f528a5,super love,13/6/21 17:57,audio,veganism,positive,75,,,,,,,,,,,
21633,2eb32cf2-da20-4b27-b4b6-c91716f528a5,cherish,23/9/20 7:09,audio,veganism,positive,70,,,,,,,,,,,
21634,2eb32cf2-da20-4b27-b4b6-c91716f528a5,like,9/5/2021 21:05,audio,veganism,positive,50,,,,,,,,,,,
21635,2eb32cf2-da20-4b27-b4b6-c91716f528a5,heart,10/11/2020 1:22,audio,veganism,positive,60,,,,,,,,,,,
21638,2eb32cf2-da20-4b27-b4b6-c91716f528a5,super love,10/3/2021 11:17,audio,veganism,positive,75,,,,,,,,,,,
21639,2eb32cf2-da20-4b27-b4b6-c91716f528a5,love,25/3/21 12:36,audio,veganism,positive,65,,,,,,,,,,,
21642,2eb32cf2-da20-4b27-b4b6-c91716f528a5,want,20/4/21 4:43,audio,veganism,positive,70,,,,,,,,,,,
21643,2eb32cf2-da20-4b27-b4b6-c91716f528a5,cherish,23/4/21 18:55,audio,veganism,positive,70,,,,,,,,,,,
21645,2eb32cf2-da20-4b27-b4b6-c91716f528a5,love,4/10/2020 6:47,audio,veganism,positive,65,,,,,,,,,,,
21649,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,interested,14/11/20 10:44,photo,animals,positive,30,,,,,,,,,,,
21652,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,super love,27/8/20 4:30,photo,animals,positive,75,,,,,,,,,,,
21655,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,love,31/8/20 8:49,photo,animals,positive,65,,,,,,,,,,,
21659,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,love,30/4/21 14:49,photo,animals,positive,65,,,,,,,,,,,
21663,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,love,27/1/21 12:57,photo,animals,positive,65,,,,,,,,,,,
21665,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,intrigued,29/6/20 11:15,photo,animals,positive,45,,,,,,,,,,,
21666,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,interested,14/11/20 7:15,photo,animals,positive,30,,,,,,,,,,,
21671,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,cherish,1/8/2020 13:30,photo,animals,positive,70,,,,,,,,,,,
21673,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,want,18/8/20 16:52,photo,animals,positive,70,,,,,,,,,,,
21674,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,interested,12/1/2021 13:02,photo,animals,positive,30,,,,,,,,,,,
21675,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,interested,27/6/20 18:49,photo,animals,positive,30,,,,,,,,,,,
21676,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,want,3/1/2021 21:35,photo,animals,positive,70,,,,,,,,,,,
21678,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,heart,16/11/20 17:39,photo,animals,positive,60,,,,,,,,,,,
21679,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,super love,27/8/20 0:31,photo,animals,positive,75,,,,,,,,,,,
21681,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,adore,25/4/21 5:25,photo,animals,positive,72,,,,,,,,,,,
21684,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,love,18/4/21 22:13,photo,animals,positive,65,,,,,,,,,,,
21686,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,intrigued,2/5/2021 20:38,photo,animals,positive,45,,,,,,,,,,,
21687,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,cherish,22/4/21 17:31,photo,animals,positive,70,,,,,,,,,,,
21688,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,want,14/1/21 20:06,photo,animals,positive,70,,,,,,,,,,,
21691,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,super love,16/5/21 22:34,photo,animals,positive,75,,,,,,,,,,,
21692,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,interested,10/11/2020 5:03,photo,animals,positive,30,,,,,,,,,,,
21695,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,cherish,24/7/20 5:45,photo,animals,positive,70,,,,,,,,,,,
21697,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,heart,9/2/2021 21:34,photo,animals,positive,60,,,,,,,,,,,
21698,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,adore,28/11/20 19:29,photo,animals,positive,72,,,,,,,,,,,
21701,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,love,16/8/20 19:39,photo,animals,positive,65,,,,,,,,,,,
21706,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,cherish,5/5/2021 22:39,photo,animals,positive,70,,,,,,,,,,,
21708,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,super love,27/5/21 21:10,photo,animals,positive,75,,,,,,,,,,,
21716,fa39acec-96b1-441d-8f85-16dfb44bdfba,like,5/12/2020 11:40,photo,culture,positive,50,,,,,,,,,,,
21717,fa39acec-96b1-441d-8f85-16dfb44bdfba,cherish,9/6/2021 16:36,photo,culture,positive,70,,,,,,,,,,,
21718,fa39acec-96b1-441d-8f85-16dfb44bdfba,adore,19/2/21 10:00,photo,culture,positive,72,,,,,,,,,,,
21722,fa39acec-96b1-441d-8f85-16dfb44bdfba,interested,18/6/20 11:33,photo,culture,positive,30,,,,,,,,,,,
21723,fa39acec-96b1-441d-8f85-16dfb44bdfba,interested,20/9/20 1:40,photo,culture,positive,30,,,,,,,,,,,
21725,fa39acec-96b1-441d-8f85-16dfb44bdfba,want,17/6/21 13:57,photo,culture,positive,70,,,,,,,,,,,
21726,fa39acec-96b1-441d-8f85-16dfb44bdfba,intrigued,30/5/21 14:56,photo,culture,positive,45,,,,,,,,,,,
21727,fa39acec-96b1-441d-8f85-16dfb44bdfba,adore,25/1/21 0:00,photo,culture,positive,72,,,,,,,,,,,
21729,fa39acec-96b1-441d-8f85-16dfb44bdfba,interested,24/6/20 20:10,photo,culture,positive,30,,,,,,,,,,,
21730,fa39acec-96b1-441d-8f85-16dfb44bdfba,intrigued,14/7/20 16:32,photo,culture,positive,45,,,,,,,,,,,
21732,fa39acec-96b1-441d-8f85-16dfb44bdfba,like,25/3/21 9:31,photo,culture,positive,50,,,,,,,,,,,
21733,fa39acec-96b1-441d-8f85-16dfb44bdfba,heart,29/6/20 9:27,photo,culture,positive,60,,,,,,,,,,,
21734,fa39acec-96b1-441d-8f85-16dfb44bdfba,heart,22/9/20 4:27,photo,culture,positive,60,,,,,,,,,,,
21735,fa39acec-96b1-441d-8f85-16dfb44bdfba,love,8/9/2020 11:23,photo,culture,positive,65,,,,,,,,,,,
21742,fa39acec-96b1-441d-8f85-16dfb44bdfba,cherish,11/5/2021 10:07,photo,culture,positive,70,,,,,,,,,,,
21743,fa39acec-96b1-441d-8f85-16dfb44bdfba,heart,18/12/20 2:44,photo,culture,positive,60,,,,,,,,,,,
21744,fa39acec-96b1-441d-8f85-16dfb44bdfba,heart,1/8/2020 15:29,photo,culture,positive,60,,,,,,,,,,,
21745,fa39acec-96b1-441d-8f85-16dfb44bdfba,love,19/11/20 14:17,photo,culture,positive,65,,,,,,,,,,,
21748,fa39acec-96b1-441d-8f85-16dfb44bdfba,intrigued,31/1/21 16:29,photo,culture,positive,45,,,,,,,,,,,
21749,fa39acec-96b1-441d-8f85-16dfb44bdfba,intrigued,17/6/21 23:00,photo,culture,positive,45,,,,,,,,,,,
21751,fa39acec-96b1-441d-8f85-16dfb44bdfba,want,18/8/20 23:57,photo,culture,positive,70,,,,,,,,,,,
21752,4f215b36-f5c4-4294-81f2-80e4906b197d,cherish,12/1/2021 7:34,video,soccer,positive,70,,,,,,,,,,,
21753,4f215b36-f5c4-4294-81f2-80e4906b197d,like,7/8/2020 19:42,video,soccer,positive,50,,,,,,,,,,,
21756,4f215b36-f5c4-4294-81f2-80e4906b197d,intrigued,14/8/20 4:46,video,soccer,positive,45,,,,,,,,,,,
21759,4f215b36-f5c4-4294-81f2-80e4906b197d,interested,31/5/21 6:08,video,soccer,positive,30,,,,,,,,,,,
21762,4f215b36-f5c4-4294-81f2-80e4906b197d,like,3/7/2020 11:24,video,soccer,positive,50,,,,,,,,,,,
21763,4f215b36-f5c4-4294-81f2-80e4906b197d,like,5/9/2020 15:27,video,soccer,positive,50,,,,,,,,,,,
21770,4f215b36-f5c4-4294-81f2-80e4906b197d,cherish,11/10/2020 10:51,video,soccer,positive,70,,,,,,,,,,,
21771,4f215b36-f5c4-4294-81f2-80e4906b197d,heart,10/9/2020 1:45,video,soccer,positive,60,,,,,,,,,,,
21773,4f215b36-f5c4-4294-81f2-80e4906b197d,heart,28/5/21 20:54,video,soccer,positive,60,,,,,,,,,,,
21775,4f215b36-f5c4-4294-81f2-80e4906b197d,heart,1/10/2020 16:54,video,soccer,positive,60,,,,,,,,,,,
21776,4f215b36-f5c4-4294-81f2-80e4906b197d,like,14/5/21 4:36,video,soccer,positive,50,,,,,,,,,,,
21777,4f215b36-f5c4-4294-81f2-80e4906b197d,like,10/6/2021 13:50,video,soccer,positive,50,,,,,,,,,,,
21779,4f215b36-f5c4-4294-81f2-80e4906b197d,cherish,26/11/20 6:54,video,soccer,positive,70,,,,,,,,,,,
21780,4f215b36-f5c4-4294-81f2-80e4906b197d,heart,3/8/2020 13:19,video,soccer,positive,60,,,,,,,,,,,
21783,4f215b36-f5c4-4294-81f2-80e4906b197d,love,26/9/20 18:22,video,soccer,positive,65,,,,,,,,,,,
21786,4f215b36-f5c4-4294-81f2-80e4906b197d,love,10/8/2020 4:40,video,soccer,positive,65,,,,,,,,,,,
21790,4f215b36-f5c4-4294-81f2-80e4906b197d,cherish,2/5/2021 18:11,video,soccer,positive,70,,,,,,,,,,,
21791,4f215b36-f5c4-4294-81f2-80e4906b197d,like,27/5/21 5:57,video,soccer,positive,50,,,,,,,,,,,
21792,4f215b36-f5c4-4294-81f2-80e4906b197d,love,25/3/21 13:32,video,soccer,positive,65,,,,,,,,,,,
21793,4f215b36-f5c4-4294-81f2-80e4906b197d,want,5/10/2020 15:40,video,soccer,positive,70,,,,,,,,,,,
21794,4f215b36-f5c4-4294-81f2-80e4906b197d,like,29/8/20 20:33,video,soccer,positive,50,,,,,,,,,,,
